,city,state,country,latitude,longitude,population,msa,new_label
23463,hoquiam,washington,united states,46.98092,-123.88933,8405.0,WA NONMETROPOLITAN AREA,washington-Non-MA
23464,schoolcraft,michigan,united states,42.11421,-85.63778,1566.0,Kalamazoo-Portage MI MSA,michigan-Non-MA
23465,phillips,wisconsin,united states,45.69663,-90.40043,1388.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23466,clyde,north carolina,united states,35.53344,-82.91069,1243.0,Asheville NC MSA,north carolina-Non-MA
23467,brooklyn heights,ohio,united states,41.42533,-81.68818,1543.0,,ohio-Non-MA
23468,oak park heights,minnesota,united states,45.03136,-92.79298,4831.0,,minnesota-Non-MA
23469,cisco,texas,united states,32.38819,-98.97923,3791.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23470,fairfield,texas,united states,31.72461,-96.16525,2912.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23471,frenchtown,new jersey,united states,40.52621,-75.06156,1386.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new jersey-Non-MA
23472,national,maryland,united states,39.60898,-78.9403,56.0,,maryland-Non-MA
23473,fayette,alabama,united states,33.68455,-87.83085,4490.0,AL NONMETROPOLITAN AREA,alabama-Non-MA
23474,kellogg,idaho,united states,47.53826,-116.11933,2069.0,ID NONMETROPOLITAN AREA,idaho-Non-MA
23475,west branch,iowa,united states,41.67141,-91.34655,2337.0,IA NONMETROPOLITAN AREA,iowa-Non-MA
23476,windom,minnesota,united states,43.86635,-95.11694,4550.0,MN NONMETROPOLITAN AREA,minnesota-Non-MA
23477,hawkins,texas,united states,32.58847,-95.20411,1291.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23478,iuka,mississippi,united states,34.81176,-88.19004,3001.0,MS NONMETROPOLITAN AREA,mississippi-Non-MA
23479,ellicottville,new york,united states,42.27506,-78.67281,388.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23480,weyers cave,virginia,united states,38.28846,-78.91308,2473.0,VA NONMETROPOLITAN AREA,virginia-Non-MA
23481,suny oswego,new york,united states,43.4515,-76.5439,3694.0,,new york-Non-MA
23482,dutch harbor,alaska,united states,53.8898,-166.5422,4376.0,AK NONMETROPOLITAN AREA,alaska-Non-MA
23483,burns,oregon,united states,43.58626,-119.0541,2757.0,OR NONMETROPOLITAN AREA,oregon-Non-MA
23484,palmyra,virginia,united states,37.86097,-78.26334,104.0,Charlottesville VA MSA,virginia-Non-MA
23485,boulder junction,wisconsin,united states,46.11328,-89.64459,183.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23486,whitesboro,new york,united states,43.12201,-75.29156,3694.0,Utica-Rome NY MSA,new york-Non-MA
23487,spring city,tennessee,united states,35.69201,-84.86078,1995.0,TN NONMETROPOLITAN AREA,tennessee-Non-MA
23488,west conshohocken,pennsylvania,united states,40.06983,-75.3163,1381.0,,pennsylvania-Non-MA
23489,montrose,pennsylvania,united states,41.83397,-75.87714,1527.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23490,logan,west virginia,united states,37.84871,-81.99346,1649.0,WV NONMETROPOLITAN AREA,west virginia-Non-MA
23491,poplarville,mississippi,united states,30.84019,-89.53423,2985.0,MS NONMETROPOLITAN AREA,mississippi-Non-MA
23492,sauk city,wisconsin,united states,43.27082,-89.72207,3489.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23493,olivet,michigan,united states,42.44143,-84.92415,1610.0,Lansing-East Lansing MI MSA,michigan-Non-MA
23494,clinton,michigan,united states,42.07199,-83.97161,2272.0,MI NONMETROPOLITAN AREA,michigan-Non-MA
23495,johnson,vermont,united states,44.63561,-72.6804,1451.0,VT NONMETROPOLITAN AREA,vermont-Non-MA
23496,essex,massachusetts,united states,42.63204,-70.78283,1471.0,Boston-Cambridge-Quincy MA-NH MSA,massachusetts-Non-MA
23497,lawrence,pennsylvania,united states,40.30618,-80.12061,540.0,Pittsburgh PA MSA,pennsylvania-Non-MA
23498,sandusky,michigan,united states,43.4203,-82.82966,2596.0,MI NONMETROPOLITAN AREA,michigan-Non-MA
23499,bryn athyn,pennsylvania,united states,40.1315,-75.06739,1392.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,pennsylvania-Non-MA
23500,belle,west virginia,united states,38.23205,-81.53762,1211.0,Charleston WV MSA,west virginia-Non-MA
23501,big lake,texas,united states,31.19154,-101.46039,3315.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23502,adel,iowa,united states,41.61443,-94.01745,4245.0,Des Moines-West Des Moines IA MSA,iowa-Non-MA
23503,greenport,new york,united states,41.10343,-72.35925,2212.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23504,ste genevieve,missouri,united states,37.9747,-90.0481,4416.0,,missouri-Non-MA
23505,newport,new hampshire,united states,43.36535,-72.17342,4769.0,NH NONMETROPOLITAN AREA,new hampshire-Non-MA
23506,clear lake shores,texas,united states,29.54745,-95.03215,1169.0,,texas-Non-MA
23507,akron,new york,united states,43.02089,-78.4953,2845.0,Buffalo-Niagara Falls NY MSA,new york-Non-MA
23508,tyndall air force base,florida,united states,30.08535,-85.60731,2994.0,,florida-Non-MA
23509,tipton,pennsylvania,united states,40.6359,-78.29585,1083.0,Altoona PA MSA,pennsylvania-Non-MA
23510,cotulla,texas,united states,28.43693,-99.23503,4216.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23511,woodstock,new york,united states,42.04092,-74.1182,2088.0,Kingston NY MSA,new york-Non-MA
23512,carle place,new york,united states,40.7526,-73.61041,4981.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23513,saint leo,florida,united states,28.33723,-82.25842,1340.0,Tampa-St. Petersburg-Clearwater FL,florida-Non-MA
23514,eddyville,iowa,united states,41.1565,-92.63739,1012.0,IA NONMETROPOLITAN AREA,iowa-Non-MA
23515,bingen,washington,united states,45.71484,-121.46452,721.0,WA NONMETROPOLITAN AREA,washington-Non-MA
23516,lake george,new york,united states,43.42618,-73.71234,890.0,Glens Falls NY MSA,new york-Non-MA
23517,freedom,new hampshire,united states,43.8123,-71.03562,1388.0,NH NONMETROPOLITAN AREA,new hampshire-Non-MA
23518,lindsay,oklahoma,united states,34.8348,-97.60253,2830.0,OK NONMETROPOLITAN AREA,oklahoma-Non-MA
23519,coudersport,pennsylvania,united states,41.77479,-78.02056,2482.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23520,ellenville,new york,united states,41.71704,-74.39571,4081.0,Kingston NY MSA,new york-Non-MA
23521,holderness,new hampshire,united states,43.73202,-71.58841,2056.0,NH NONMETROPOLITAN AREA,new hampshire-Non-MA
23522,ogallala,nebraska,united states,41.12805,-101.71962,4570.0,NE NONMETROPOLITAN AREA,nebraska-Non-MA
23523,livingston,tennessee,united states,36.3834,-85.32302,4071.0,TN NONMETROPOLITAN AREA,tennessee-Non-MA
23524,fairway,kansas,united states,39.02223,-94.6319,3970.0,,kansas-Non-MA
23525,hallsville,texas,united states,32.50432,-94.57409,4065.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23526,mifflinburg,pennsylvania,united states,40.91758,-77.04775,3520.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23527,montrose,new york,united states,41.25232,-73.93153,2731.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23528,williams bay,wisconsin,united states,42.57807,-88.54093,2600.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23529,lyons,new york,united states,43.06423,-76.99025,3619.0,Rochester NY MSA,new york-Non-MA
23530,story city,iowa,united states,42.18721,-93.59577,3438.0,Ames IA MSA,iowa-Non-MA
23531,pacific beach,washington,united states,47.20897,-124.20323,291.0,WA NONMETROPOLITAN AREA,washington-Non-MA
23532,huntsville,arkansas,united states,36.08619,-93.7413,2378.0,Huntsville AL MSA,arkansas-Non-MA
23533,wakarusa,indiana,united states,41.53616,-86.02083,1814.0,Elkhart-Goshen IN MSA,indiana-Non-MA
23534,walworth,wisconsin,united states,42.53113,-88.59955,2838.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23535,la crescent,minnesota,united states,43.82802,-91.30403,4826.0,La Crosse WI-MN MSA,minnesota-Non-MA
23536,madisonville,texas,united states,30.94991,-95.91162,4637.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23537,norman,north carolina,united states,35.17042,-79.72282,132.0,Charlotte-Gastonia-Concord NC-SC MSA,north carolina-Non-MA
23538,seville,ohio,united states,41.01006,-81.86236,2340.0,Cleveland-Elyria-Mentor OH MSA,ohio-Non-MA
23539,salem,new jersey,united states,39.57178,-75.46714,4894.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,new jersey-Non-MA
23540,houston,pennsylvania,united states,40.24646,-80.21145,1266.0,Pittsburgh PA MSA,pennsylvania-Non-MA
23541,american falls,idaho,united states,42.78602,-112.85444,4321.0,Pocatello ID MSA,idaho-Non-MA
23542,saranac lake,new york,united states,44.3295,-74.13127,5274.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23543,snow hill,north carolina,united states,35.45155,-77.68109,1574.0,Greenville NC MSA,north carolina-Non-MA
23544,glenwood,minnesota,united states,45.65024,-95.38976,2568.0,MN NONMETROPOLITAN AREA,minnesota-Non-MA
23545,chelsea,new york,united states,40.60066,-74.19487,2953.0,Poughkeepsie-Newburgh-Middletown NY MSA,new york-Non-MA
23546,west point,virginia,united states,37.53153,-76.79635,3333.0,Richmond VA MSA,virginia-Non-MA
23547,ridgway,pennsylvania,united states,41.42034,-78.72864,3896.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23548,davis,oklahoma,united states,34.50453,-97.11946,2794.0,Sacramento-Arden-Arcade-Roseville CA MSA,oklahoma-Non-MA
23549,verona,new york,united states,43.13812,-75.57073,852.0,Utica-Rome NY MSA,new york-Non-MA
23550,clifton springs,new york,united states,42.96173,-77.13998,2092.0,Rochester NY MSA,new york-Non-MA
23551,shelbyville,illinois,united states,39.40643,-88.79007,4599.0,IL NONMETROPOLITAN AREA,illinois-Non-MA
23552,toledo,oregon,united states,44.62151,-123.93845,3511.0,OR NONMETROPOLITAN AREA,oregon-Non-MA
23553,jourdanton,texas,united states,28.91803,-98.54641,4275.0,San Antonio TX MSA,texas-Non-MA
23554,wilton,new hampshire,united states,42.84342,-71.73507,1163.0,Manchester-Nashua NH MSA,new hampshire-Non-MA
23555,clinton,new york,united states,43.0484,-75.3785,1891.0,Utica-Rome NY MSA,new york-Non-MA
23556,lindstrom,minnesota,united states,45.38941,-92.84799,4401.0,Minneapolis-St. Paul-Bloomington MN-WI MSA,minnesota-Non-MA
23557,pomfret,connecticut,united states,41.867,-71.9834,4186.0,CT NONMETROPOLITAN AREA,connecticut-Non-MA
23558,kewaskum,wisconsin,united states,43.52083,-88.22899,4096.0,Milwaukee-Waukesha-West Allis WI MSA,wisconsin-Non-MA
23559,benson,minnesota,united states,45.315,-95.6025,3240.0,MN NONMETROPOLITAN AREA,minnesota-Non-MA
23560,victor,idaho,united states,43.6027,-111.11133,1961.0,ID NONMETROPOLITAN AREA,idaho-Non-MA
23561,greenfield,new hampshire,united states,42.95064,-71.8723,1765.0,Manchester-Nashua NH MSA,new hampshire-Non-MA
23562,bayshore,north carolina,united states,34.28961,-77.78748,3393.0,,north carolina-Non-MA
23563,whiteman air force base,missouri,united states,38.73018,-93.55895,2556.0,MO NONMETROPOLITAN AREA,missouri-Non-MA
23564,itta bena,mississippi,united states,33.49512,-90.31981,1955.0,MS NONMETROPOLITAN AREA,mississippi-Non-MA
23565,horseheads,new york,united states,42.16702,-76.82051,6616.0,Elmira NY MSA,new york-Non-MA
23566,columbia,pennsylvania,united states,40.03371,-76.50441,10388.0,Lancaster PA MSA,pennsylvania-Non-MA
23567,leavenworth,washington,united states,47.59623,-120.66148,2002.0,Wenatchee WA MSA,washington-Non-MA
23568,glen head,new york,united states,40.83538,-73.62374,4697.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23569,thiensville,wisconsin,united states,43.23751,-87.9787,3174.0,,wisconsin-Non-MA
23570,canastota,new york,united states,43.07951,-75.75074,4661.0,Syracuse NY MSA,new york-Non-MA
23571,decatur,michigan,united states,42.1081,-85.97446,1767.0,Atlanta-Sandy Springs-Marietta GA MSA,michigan-Non-MA
23572,ravenswood,west virginia,united states,38.94814,-81.76096,3843.0,WV NONMETROPOLITAN AREA,west virginia-Non-MA
23573,kildeer,illinois,united states,42.17058,-88.04785,4040.0,,illinois-Non-MA
23574,strasburg,pennsylvania,united states,39.98316,-76.18412,2906.0,Lancaster PA MSA,pennsylvania-Non-MA
23575,onamia,minnesota,united states,46.07052,-93.66775,864.0,MN NONMETROPOLITAN AREA,minnesota-Non-MA
23576,wheelersburg,ohio,united states,38.73035,-82.85545,6437.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23577,smithville,texas,united states,30.00855,-97.15943,4101.0,Austin-Round Rock TX MSA,texas-Non-MA
23578,momence,illinois,united states,41.1667,-87.66281,3213.0,Kankakee-Bradley IL MSA,illinois-Non-MA
23579,russells point,ohio,united states,40.47116,-83.89272,1360.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23580,red hook,new york,united states,41.99509,-73.87541,1990.0,Poughkeepsie-Newburgh-Middletown NY MSA,new york-Non-MA
23581,castle pines,colorado,united states,39.45804,-104.89609,3614.0,,colorado-Non-MA
23582,pemberton,new jersey,united states,39.97206,-74.68294,1383.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,new jersey-Non-MA
23583,talkeetna,alaska,united states,62.32389,-150.10944,876.0,Anchorage AK MSA,alaska-Non-MA
23584,madison,florida,united states,30.46938,-83.41293,2880.0,Madison WI MSA,florida-Non-MA
23585,nellis air force base,nevada,united states,36.24607,-115.05721,3187.0,,nevada-Non-MA
23586,great river,new york,united states,40.72121,-73.15761,1489.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23587,saratoga,wyoming,united states,41.45496,-106.80643,1677.0,WY NONMETROPOLITAN AREA,wyoming-Non-MA
23588,lowville,new york,united states,43.78674,-75.49185,3416.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23589,midland,pennsylvania,united states,40.63257,-80.44645,2566.0,Pittsburgh PA MSA,pennsylvania-Non-MA
23590,haverford college,pennsylvania,united states,40.0082,-75.3064,1239.0,,pennsylvania-Non-MA
23591,obetz,ohio,united states,39.87895,-82.95074,4761.0,,ohio-Non-MA
23592,flora,illinois,united states,38.66894,-88.4856,4944.0,IL NONMETROPOLITAN AREA,illinois-Non-MA
23593,lodi,ohio,united states,41.03339,-82.01209,2768.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,ohio-Non-MA
23594,soda springs,idaho,united states,42.65437,-111.60467,2944.0,ID NONMETROPOLITAN AREA,idaho-Non-MA
23595,verona,pennsylvania,united states,40.50646,-79.8431,2442.0,Pittsburgh PA MSA,pennsylvania-Non-MA
23596,sparkill,new york,united states,41.03121,-73.92708,1565.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23597,carlyle,illinois,united states,38.61033,-89.37258,3224.0,St. Louis MO-IL MSA,illinois-Non-MA
23598,julian,california,united states,33.07866,-116.60196,1502.0,San Diego-Carlsbad-San Marcos CA MSA,california-Non-MA
23599,barnwell,south carolina,united states,33.24487,-81.35872,4592.0,SC NONMETROPOLITAN AREA,south carolina-Non-MA
23600,trinity,texas,united states,30.94519,-95.3755,2752.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23601,grand canyon,arizona,united states,36.05443,-112.13934,1460.0,Flagstaff AZ MSA,arizona-Non-MA
23602,lee,new hampshire,united states,43.12314,-71.01145,4500.0,Boston-Cambridge-Quincy MA-NH MSA,new hampshire-Non-MA
23603,richmond,illinois,united states,42.47585,-88.30593,1900.0,Chicago-Naperville-Joliet IL-IN-WI MSA,illinois-Non-MA
23604,turners falls,massachusetts,united states,42.60425,-72.55648,4470.0,Springfield MA MSA,massachusetts-Non-MA
23605,jenkinsville,south carolina,united states,34.26737,-81.28843,46.0,Columbia SC MSA,south carolina-Non-MA
23606,la grange,texas,united states,29.9055,-96.87665,4712.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23607,avilla,indiana,united states,41.36588,-85.23886,2413.0,IN NONMETROPOLITAN AREA,indiana-Non-MA
23608,northumberland,pennsylvania,united states,40.89175,-76.79747,3728.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23609,tunica,mississippi,united states,34.68455,-90.38288,981.0,Memphis TN-AR-MS MSA,mississippi-Non-MA
23610,pulaski,new york,united states,43.56701,-76.1277,2310.0,Syracuse NY MSA,new york-Non-MA
23611,pittsburg,texas,united states,32.9954,-94.96577,4602.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23612,glen rock,pennsylvania,united states,39.79316,-76.73025,2031.0,York-Hanover PA MSA,pennsylvania-Non-MA
23613,grand forks air force base,north dakota,united states,47.95493,-97.38664,2367.0,Grand Forks ND-MN MSA,north dakota-Non-MA
23614,zephyr cove,nevada,united states,39.00213,-119.95601,565.0,NV NONMETROPOLITAN AREA,nevada-Non-MA
23615,bishop,texas,united states,27.58614,-97.79916,3150.0,Corpus Christi TX MSA,texas-Non-MA
23616,castine,maine,united states,44.38785,-68.79975,1029.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23617,lakewood,new york,united states,42.10422,-79.3331,2914.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23618,winchendon,massachusetts,united states,42.6862,-72.04397,4213.0,Worcester MA MSA,massachusetts-Non-MA
23619,herkimer,new york,united states,43.02563,-74.98599,7519.0,Utica-Rome NY MSA,new york-Non-MA
23620,parachute,colorado,united states,39.45192,-108.05285,1105.0,CO NONMETROPOLITAN AREA,colorado-Non-MA
23621,south barrington,illinois,united states,42.09142,-88.12174,4565.0,,illinois-Non-MA
23622,fairchild afb,washington,united states,47.6186,-117.6484,3336.0,,washington-Non-MA
23623,paulding,ohio,united states,41.13811,-84.58051,3488.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23624,bunnell,florida,united states,29.46609,-81.25784,2828.0,Palm Coast FL MSA,florida-Non-MA
23625,livingston,louisiana,united states,30.50213,-90.74787,1917.0,Baton Rouge LA MSA,louisiana-Non-MA
23626,surf city,north carolina,united states,34.42711,-77.54608,2193.0,,north carolina-Non-MA
23627,green lake,wisconsin,united states,43.84415,-88.96011,984.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23628,palmyra,new york,united states,43.06395,-77.23332,3413.0,Rochester NY MSA,new york-Non-MA
23629,chelan,washington,united states,47.84097,-120.01646,4060.0,Wenatchee WA MSA,washington-Non-MA
23630,wellsville,new york,united states,42.12201,-77.94806,4533.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23631,windsor,vermont,united states,43.48035,-72.38481,2066.0,VT NONMETROPOLITAN AREA,vermont-Non-MA
23632,perry,new york,united states,42.71562,-78.00556,3516.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23633,petersburg,alaska,united states,56.8125,-132.95556,2948.0,AK NONMETROPOLITAN AREA,alaska-Non-MA
23634,glen ellen,california,united states,38.36408,-122.52415,784.0,Santa Rosa-Petaluma CA MSA,california-Non-MA
23635,broken bow,nebraska,united states,41.40195,-99.63928,3551.0,NE NONMETROPOLITAN AREA,nebraska-Non-MA
23636,blue hill,maine,united states,44.41397,-68.58669,943.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23637,randolph,vermont,united states,43.92507,-72.66594,1974.0,VT NONMETROPOLITAN AREA,vermont-Non-MA
23638,trenton,georgia,united states,34.87202,-85.50913,2238.0,Chattanooga TN-GA MSA,georgia-Non-MA
