,city,state,country,latitude,longitude,population,msa,new_label
11031,thane,maharashtra,india,19.19704,72.96355,1261517.0,,mumbai MSA
11032,kolkata,west bengal,india,22.56263,88.36304,4631392.0,,kolkata MSA
11033,mysore,karnataka,india,12.29791,76.63925,868313.0,,mysore MSA
11034,bhubaneshwar,odisha,india,20.27241,85.83385,762243.0,,bhubaneshwar MSA
11035,kanniyakumari,tamil nadu,india,8.09008,77.53841,20540.0,,thiruvananthapuram MSA
11036,pune,maharashtra,india,18.51957,73.85535,3124458.0,,pune MSA
11037,firozabad,uttar pradesh,india,27.15092,78.39781,306409.0,,agra MSA
11038,muzaffarnagar,uttar pradesh,india,29.47091,77.70332,349706.0,,dehra dun-muzaffarnagar MSA
11039,mohali,punjab,india,30.67995,76.72211,123484.0,,chandigarh MSA
11040,aurangabad,maharashtra,india,19.87757,75.34226,1016441.0,,aurangabad MSA
11041,shiliguri,west bengal,india,26.72,88.42,294546.0,,sikkim-siliguri MSA
11042,hyderabad,telangana,india,17.38405,78.45636,6809970.0,,hyderabad MSA
11043,ahmedabad,gujarat,india,23.02579,72.58727,6357693.0,,ahmedabad MSA
11044,guwahati,assam,india,26.1844,91.7458,899094.0,,guwahati MSA
11045,visakhapatnam,andhra pradesh,india,17.68009,83.20161,1063178.0,,visakhapatnam MSA
11046,surat,gujarat,india,21.19594,72.83023,4591246.0,,surat MSA
11047,junagadh,gujarat,india,21.51966,70.45981,184447.0,,junagadh-porbandar MSA
11048,delhi,delhi,india,28.65195,77.23149,10927986.0,,delhi MSA
11049,vadodara,gujarat,india,22.29941,73.20812,1822221.0,,vadodara MSA
11050,jodhpur,rajasthan,india,26.26841,73.00594,921476.0,,jodhpur MSA
11051,tiruvallur,tamil nadu,india,13.14376,79.90889,48095.0,,chennai MSA
11052,raurkela,odisha,india,22.22496,84.86414,536450.0,,jamshedpur MSA
11053,gorakhpur,uttar pradesh,india,26.76628,83.36889,674246.0,,gorakhpur MSA
11054,navi mumbai,maharashtra,india,19.03681,73.01582,2600000.0,,mumbai MSA
11055,bilaspur,chhattisgarh,india,22.08005,82.15543,282705.0,,korba-saket MSA
11056,cuddapah,andhra pradesh,india,14.47995,78.82346,127010.0,,proddatur-nandyal MSA
11057,bangalore,karnataka,india,12.9699,77.598,13707000.0,,bangalore MSA
11058,nagpur,maharashtra,india,21.14631,79.08491,2228018.0,,nagpur MSA
11059,dwarka,gujarat,india,22.23944,68.96778,35837.0,,gandhidham MSA
11060,ganganagar,rajasthan,india,29.92009,73.87496,231838.0,,ganganagar MSA
11061,noida,uttar pradesh,india,28.58,77.33,293908.0,,delhi MSA
11062,bengaluru,karnataka,india,12.97194,77.59369,8443675.0,,bangalore MSA
11063,kanchipuram,tamil nadu,india,12.83515,79.70006,221715.0,,chennai MSA
11064,srikakulam,andhra pradesh,india,18.2989,83.89751,118299.0,,visakhapatnam MSA
11065,sangrur,punjab,india,30.24506,75.84488,88615.0,,bathinda MSA
11066,vijayawada,andhra pradesh,india,16.50745,80.6466,874587.0,,vijayawada MSA
11067,tiruchirappalli,tamil nadu,india,10.8155,78.69651,1022518.0,,tiruchirappalli MSA
11068,indore,madhya pradesh,india,22.71792,75.8333,1837041.0,,indore MSA
11069,kharagpur,west bengal,india,22.33971,87.32501,219665.0,,kharagpur-balasore MSA
11070,patan,gujarat,india,23.8507,72.12963,117863.0,,palanpur MSA
11071,damoh,madhya pradesh,india,23.83312,79.4419,118776.0,,lalitpur-damoh MSA
11072,sriperumbudur,tamil nadu,india,12.96763,79.94197,17253.0,,chennai MSA
11073,tuni,andhra pradesh,india,17.35905,82.54607,52658.0,,rajahmundry MSA
11074,jamui,bihar,india,24.92606,86.22531,78181.0,,saharsa-jamui MSA
11075,chikmagalur,karnataka,india,13.32231,75.774,121484.0,,shimoga MSA
11076,perambalur,tamil nadu,india,11.23333,78.88333,30799.0,,salem MSA
11077,datia,madhya pradesh,india,25.67312,78.45908,90628.0,,jhansi MSA
11078,haldia,west bengal,india,22.06046,88.10975,170695.0,,kolkata MSA
11079,bijnor,uttar pradesh,india,29.373,78.13636,84593.0,,dehra dun-muzaffarnagar MSA
11080,kumbakonam,tamil nadu,india,10.96209,79.39124,167155.0,,puducherry MSA
11081,sohna,haryana,india,28.24737,77.06544,33361.0,,faridabad MSA
11082,itarsi,madhya pradesh,india,22.61477,77.76222,100574.0,,bhopal MSA
11083,ooty,tamil nadu,india,11.4134,76.69521,233426.0,,coimbatore MSA
11084,kovilpatti,tamil nadu,india,9.17167,77.86989,90296.0,,tirunelveli MSA
11085,jaisingpur,maharashtra,india,16.77639,74.55361,46942.0,,sangli MSA
11086,khair,uttar pradesh,india,27.94195,77.84243,30173.0,,agra MSA
11087,bhadohi,uttar pradesh,india,25.39526,82.5703,78568.0,,varanasi MSA
11088,deoria,uttar pradesh,india,26.50167,83.77936,129570.0,,gorakhpur MSA
11089,alibag,maharashtra,india,18.64813,72.87579,20752.0,,mumbai MSA
11090,rohini,delhi,india,28.74322,77.06778,860000.0,,delhi MSA
11091,kodungallur,kerala,india,10.23263,76.19513,34210.0,,kozhikode-thrissur-trichur MSA
11092,madikeri,karnataka,india,12.42602,75.7382,33540.0,,tellicherry-puttur-kasaragod MSA
11093,sidhi,madhya pradesh,india,24.4038,81.87954,54242.0,,allahabad MSA
11094,karaikkudi,tamil nadu,india,10.06615,78.76784,181851.0,,tiruchirappalli MSA
11095,manali,tamil nadu,india,13.16667,80.26667,32363.0,,chennai MSA
11096,amaravati,andhra pradesh,india,16.514,80.516,103000.0,,vijayawada MSA
11097,nagda,madhya pradesh,india,23.45834,75.41759,103501.0,,ratlam-mandsaur MSA
11098,aurangabad,bihar,india,24.75204,84.3742,95929.0,,mithapur MSA
11099,ashoknagar,madhya pradesh,india,24.57578,77.73123,64722.0,,guna MSA
11100,siwan,bihar,india,26.22096,84.35609,119181.0,,gorakhpur MSA
11101,baloda bazar,chhattisgarh,india,21.65678,82.16062,25235.0,,korba-saket MSA
11102,jaunpur,uttar pradesh,india,25.75356,82.68689,169572.0,,varanasi MSA
11103,kotputli,rajasthan,india,27.70207,76.19911,43651.0,,faridabad MSA
11104,arrah,bihar,india,25.55629,84.66335,223676.0,,patna MSA
11105,shimoga,karnataka,india,13.93157,75.56791,319550.0,,shimoga MSA
11106,ghazipur,uttar pradesh,india,25.58333,83.58526,103095.0,,varanasi MSA
11107,bilimora,gujarat,india,20.76957,72.96134,510879.0,,surat MSA
11108,barwani,madhya pradesh,india,22.03232,74.89982,47343.0,,dhar MSA
11109,darjeeling,west bengal,india,27.0417,88.2631,118805.0,,sikkim-siliguri MSA
11110,pithoragarh,uttarakhand,india,29.58349,80.20947,47571.0,,haldwani MSA
11111,chengannur,kerala,india,9.31575,76.61513,25043.0,,cochin MSA
11112,raisen,madhya pradesh,india,23.33033,77.7811,40977.0,,bhopal MSA
11113,madanapalle,andhra pradesh,india,13.5503,78.50288,108593.0,,tirupati MSA
11114,fatehabad,haryana,india,29.51525,75.45554,66013.0,,gorakhpur MSA
11115,visnagar,gujarat,india,23.69855,72.5521,68619.0,,palanpur MSA
11116,ramagundam,telangana,india,18.755,79.474,235000.0,,warangal MSA
11117,banda,uttar pradesh,india,25.47758,80.33491,152218.0,,banda-chhatarpur MSA
11118,unjha,gujarat,india,23.80366,72.39101,54620.0,,palanpur MSA
11119,tarapur,maharashtra,india,19.86499,72.68426,7493.0,,nasik MSA
11120,raniganj,west bengal,india,23.6164,87.13061,131261.0,,durgapur MSA
11121,singrauli,madhya pradesh,india,24.19973,82.67535,185580.0,,singrauli MSA
11122,bapatla,andhra pradesh,india,15.90422,80.46743,70117.0,,vijayawada MSA
11123,silvassa,dadra and nagar haveli and daman and diu,india,20.27386,72.99673,27359.0,,surat MSA
11124,farrukhabad,uttar pradesh,india,27.39134,79.5793,241152.0,,farrukhabad MSA
11125,mahad,maharashtra,india,18.08333,73.41667,26665.0,,pune MSA
11126,rishikesh,uttarakhand,india,30.10778,78.29255,66390.0,,haridwar MSA
11127,mahoba,uttar pradesh,india,25.2905,79.87533,89170.0,,banda-chhatarpur MSA
11128,bhiwadi,rajasthan,india,28.21024,76.86056,33831.0,,faridabad MSA
11129,batala,punjab,india,31.80921,75.20294,145468.0,,ludhiana-amritsar MSA
11130,anantnag,jammu and kashmir,india,33.73068,75.15418,79821.0,,srinagar MSA
11131,gajraula,uttar pradesh,india,28.8457,78.2396,50380.0,,bareilly-moradabad MSA
11132,saharsa,bihar,india,25.87498,86.59611,145764.0,,saharsa-jamui MSA
11133,chirala,andhra pradesh,india,15.82385,80.35219,87001.0,,vijayawada MSA
11134,amalapuram,andhra pradesh,india,16.57868,82.00609,52690.0,,rajahmundry MSA
11135,kokrajhar,assam,india,26.40107,90.27286,31971.0,,bongaigaon MSA
11136,ranipet,tamil nadu,india,12.92471,79.33331,264330.0,,vellore MSA
11137,muktsar,punjab,india,30.47426,74.5166,89833.0,,ganganagar MSA
11138,mavelikara,kerala,india,9.25929,76.55642,28300.0,,cochin MSA
11139,bellary,karnataka,india,15.14205,76.92398,336681.0,,bellary MSA
11140,nuzvid,andhra pradesh,india,16.78854,80.84593,53391.0,,surampalem-banjara MSA
11141,barh,bihar,india,25.48339,85.70928,49557.0,,saharsa-jamui MSA
11142,chitradurga,karnataka,india,14.22262,76.40038,138587.0,,shimoga MSA
11143,shrirampur,west bengal,india,22.75278,88.34222,226317.0,,kolkata MSA
11144,panna,madhya pradesh,india,24.72094,80.18772,46791.0,,banda-chhatarpur MSA
11145,srinagar,uttarakhand,india,30.22243,78.78341,20216.0,,haridwar MSA
11146,samastipur,bihar,india,25.86222,85.77953,57575.0,,saharsa-jamui MSA
11147,kukatpalli,telangana,india,17.48486,78.41376,341709.0,,hyderabad MSA
11148,bettiah,bihar,india,26.80229,84.50311,127008.0,,gorakhpur MSA
11149,mau,uttar pradesh,india,25.94167,83.56111,246050.0,,varanasi MSA
11150,pollachi,tamil nadu,india,10.65825,77.0085,88214.0,,coimbatore MSA
11151,attingal,kerala,india,8.69609,76.81507,36595.0,,thiruvananthapuram MSA
11152,shajapur,madhya pradesh,india,23.42637,76.27775,53346.0,,indore MSA
11153,vizianagaram,andhra pradesh,india,18.11692,83.41148,179358.0,,visakhapatnam MSA
11154,najafgarh,delhi,india,28.60922,76.97982,1365000.0,,delhi MSA
11155,nawanshahr,punjab,india,31.1245,76.11613,31121.0,,ludhiana-amritsar MSA
11156,mandsaur,madhya pradesh,india,24.07184,75.06986,124988.0,,ratlam-mandsaur MSA
11157,giridih,jharkhand,india,24.18622,86.30875,60000.0,,bhagalpur-deoghar MSA
11158,kandla,gujarat,india,23.03333,70.21667,25845.0,,gandhidham MSA
11159,kalol,gujarat,india,22.60777,73.46272,25929.0,,vadodara MSA
11160,faridkot,punjab,india,30.67399,74.75579,77450.0,,bathinda MSA
11161,mancheral,telangana,india,18.87074,79.42863,77998.0,,warangal MSA
11162,jhabua,madhya pradesh,india,22.76772,74.59087,34135.0,,dhar MSA
11163,jhalawar,rajasthan,india,24.59633,76.16499,51884.0,,kota MSA
11164,shamli,uttar pradesh,india,29.4497,77.30959,97966.0,,panipat MSA
11165,balrampur,uttar pradesh,india,27.42949,82.18545,77396.0,,gonda city-basti MSA
11166,machilipatnam,andhra pradesh,india,16.18747,81.13888,192827.0,,vijayawada MSA
11167,hingoli,maharashtra,india,19.71464,77.14238,75878.0,,nanded MSA
11168,sangamner,maharashtra,india,19.56784,74.21154,67309.0,,ahmadnagar MSA
11169,beawar,rajasthan,india,26.10119,74.32028,130777.0,,ajmer MSA
11170,amroha,uttar pradesh,india,28.90314,78.46984,176253.0,,bareilly-moradabad MSA
11171,mettur,tamil nadu,india,11.78796,77.8008,56743.0,,salem MSA
11172,mandya,karnataka,india,12.5223,76.89746,134845.0,,mysore MSA
11173,bardoli,gujarat,india,21.12297,73.11151,57810.0,,surat MSA
11174,moga,punjab,india,30.81383,75.16878,130549.0,,bathinda MSA
11175,buxar,bihar,india,25.57548,83.98043,96120.0,,mithapur MSA
11176,abu road,rajasthan,india,24.48012,72.78186,50262.0,,palanpur MSA
11177,ambur,tamil nadu,india,12.79163,78.71644,109873.0,,vellore MSA
11178,sikar,rajasthan,india,27.61206,75.13996,199932.0,,sikar MSA
11179,veraval,gujarat,india,20.9077,70.36786,163326.0,,veraval MSA
11180,puri,odisha,india,19.79825,85.82494,170841.0,,bhubaneshwar MSA
11181,gangtok,sikkim,india,27.32574,88.61216,30700.0,,sikkim-siliguri MSA
11182,palanpur,gujarat,india,24.17128,72.43827,123294.0,,palanpur MSA
11183,una,himachal pradesh,india,31.46493,76.26914,17569.0,,chandigarh MSA
11184,etawah,uttar pradesh,india,26.77615,79.02133,257448.0,,etawah-orai MSA
11185,tuticorin,tamil nadu,india,8.7833,78.1333,436094.0,,tirunelveli MSA
11186,bhusaval,maharashtra,india,21.04365,75.78506,183001.0,,jalgaon MSA
11187,ratnagiri,maharashtra,india,16.99154,73.31022,75986.0,,sangli MSA
11188,gulbarga,karnataka,india,17.33583,76.83757,483615.0,,gulbarga-latur MSA
11189,kapurthala,punjab,india,31.38011,75.38105,92667.0,,ludhiana-amritsar MSA
11190,korba,chhattisgarh,india,22.3458,82.69633,419146.0,,korba-saket MSA
11191,nandyal,andhra pradesh,india,15.47799,78.4836,165337.0,,proddatur-nandyal MSA
11192,hoshangabad,madhya pradesh,india,22.74747,77.72736,109358.0,,bhopal MSA
11193,tiruvalla,kerala,india,9.3816,76.57489,57223.0,,cochin MSA
11194,adilabad,telangana,india,19.67203,78.5359,118526.0,,chanda MSA
11195,mansa,punjab,india,29.98844,75.40167,80018.0,,bathinda MSA
11196,gondia,maharashtra,india,21.46026,80.19205,124897.0,,nagpur MSA
11197,bhandara,maharashtra,india,21.16817,79.64885,90183.0,,nagpur MSA
11198,rajgarh,madhya pradesh,india,22.67821,74.94483,17113.0,,dhar MSA
11199,jhajjar,haryana,india,28.6063,76.6565,44122.0,,rohtak MSA
11200,kolar,karnataka,india,13.13768,78.12999,126441.0,,bangalore MSA
11201,shivpuri,madhya pradesh,india,25.42378,77.66223,164215.0,,jhansi MSA
11202,kishangarh,rajasthan,india,26.59006,74.85397,131749.0,,ajmer MSA
11203,tadepallegudem,andhra pradesh,india,16.81467,81.52717,108167.0,,rajahmundry MSA
11204,shahdol,madhya pradesh,india,23.29356,81.3619,89289.0,,shahdol MSA
11205,betul,madhya pradesh,india,21.90056,77.90229,91953.0,,wadala MSA
11206,chiplun,maharashtra,india,17.53339,73.50935,51437.0,,sangli MSA
11207,penukonda,andhra pradesh,india,14.08286,77.59473,20220.0,,anantapur-hindupur MSA
11208,baran,rajasthan,india,25.1,76.51667,87478.0,,kota MSA
11209,aizawl,mizoram,india,23.72894,92.71791,265331.0,,aizawl-silchar MSA
11210,pilibhit,uttar pradesh,india,28.63124,79.80436,131008.0,,haldwani MSA
11211,kannauj,uttar pradesh,india,27.05524,79.9188,76714.0,,farrukhabad MSA
11212,auraiya,uttar pradesh,india,26.46517,79.50918,70508.0,,etawah-orai MSA
11213,udipi,karnataka,india,13.3322,74.7461,165401.0,,mangalore MSA
11214,aluva,kerala,india,10.10764,76.35158,24108.0,,cochin MSA
11215,raigarh,chhattisgarh,india,21.89764,83.3966,121278.0,,sambalpur MSA
11216,dharmapuri,tamil nadu,india,12.1277,78.15794,66017.0,,salem MSA
11217,manali,himachal pradesh,india,32.2574,77.17481,8341.0,,mandi MSA
11218,anjar,gujarat,india,23.11316,70.02671,66888.0,,gandhidham MSA
11219,sultanpur,uttar pradesh,india,26.25788,82.07269,110368.0,,raebareli-sultanpur MSA
11220,kharar,punjab,india,30.74632,76.64689,45691.0,,chandigarh MSA
11221,mirzapur,uttar pradesh,india,25.1449,82.56534,220029.0,,varanasi MSA
11222,palghat,kerala,india,10.77319,76.65366,132728.0,,coimbatore MSA
11223,ambattur,tamil nadu,india,13.09818,80.16152,341049.0,,chennai MSA
11224,bhind,madhya pradesh,india,26.56671,78.78728,174035.0,,etawah-orai MSA
11225,bargarh,odisha,india,21.33348,83.61905,68670.0,,sambalpur MSA
11226,bhuj,gujarat,india,23.25397,69.66928,133459.0,,gandhidham MSA
11227,himatnagar,gujarat,india,23.59893,72.96602,60634.0,,himatnagar MSA
11228,chamba,himachal pradesh,india,32.55531,76.12647,21502.0,,chhatral MSA
11229,tinsukia,assam,india,27.48905,95.35992,89373.0,,dibrugarh MSA
11230,lakhimpur,uttar pradesh,india,27.94822,80.77935,140223.0,,sitapur MSA
11231,rawatbhata,rajasthan,india,24.92981,75.59209,36872.0,,kota MSA
11232,jharsuguda,odisha,india,21.85531,84.00698,79492.0,,sambalpur MSA
11233,ramnagar,uttarakhand,india,29.3925,79.1283,51244.0,,haldwani MSA
11234,paonta sahib,himachal pradesh,india,30.43666,77.62462,21787.0,,dehra dun-muzaffarnagar MSA
11235,barpeta,assam,india,26.32293,91.00632,48824.0,,bongaigaon MSA
11236,bolpur,west bengal,india,23.66278,87.69695,70998.0,,durgapur MSA
11237,halol,gujarat,india,22.50321,73.47242,45741.0,,vadodara MSA
11238,khambhat,gujarat,india,22.31744,72.61916,81328.0,,vadodara MSA
11239,sirsa,haryana,india,29.53489,75.02898,181639.0,,gorakhpur MSA
11240,nandurbar,maharashtra,india,21.36671,74.24051,100703.0,,malegaon MSA
11241,dewas,madhya pradesh,india,22.96585,76.05526,261218.0,,indore MSA
11242,sitamarhi,bihar,india,26.59357,85.4906,57095.0,,muzaffarpur MSA
11243,koppal,karnataka,india,15.34522,76.15478,60868.0,,bellary MSA
11244,jhunjhunun,rajasthan,india,28.12559,75.39797,113193.0,,sikar MSA
11245,porbandar,gujarat,india,21.64219,69.60929,138872.0,,junagadh-porbandar MSA
11246,sambhal,uttar pradesh,india,28.58498,78.56959,196109.0,,bareilly-moradabad MSA
11247,osmanabad,maharashtra,india,18.18158,76.03889,85521.0,,gulbarga-latur MSA
11248,panvel,maharashtra,india,18.98878,73.11013,128046.0,,mumbai MSA
11249,dimapur,nagaland,india,25.91174,93.7217,135860.0,,imphal-dimapur MSA
11250,sirohi,rajasthan,india,24.88838,72.84794,38610.0,,palanpur MSA
11251,jagadhri,haryana,india,30.16719,77.30367,101300.0,,dehra dun-muzaffarnagar MSA
11252,karwar,karnataka,india,14.81361,74.12972,64457.0,,vasco da gama MSA
11253,khanna,punjab,india,30.70547,76.22196,117137.0,,chandigarh MSA
11254,mothihari,bihar,india,26.64862,84.91656,112144.0,,gorakhpur MSA
11255,davangere,karnataka,india,14.46693,75.92694,435128.0,,davangere MSA
11256,bhiwani,haryana,india,28.79304,76.13968,190855.0,,rohtak MSA
11257,goregaon,maharashtra,india,18.15483,73.29147,6946.0,,pune MSA
11258,panaji,goa,india,15.49574,73.82624,65586.0,,vasco da gama MSA
11259,medak,telangana,india,18.04531,78.26078,44351.0,,nizamabad-bidar MSA
11260,sivaganga,tamil nadu,india,9.84701,78.48358,42785.0,,madurai MSA
11261,rewari,haryana,india,28.199,76.6183,112079.0,,faridabad MSA
11262,jaisalmer,rajasthan,india,26.91763,70.90387,67604.0,,barmer-jaisalmer MSA
11263,barnala,punjab,india,30.37451,75.5487,105016.0,,bathinda MSA
11264,kodaikanal,tamil nadu,india,10.23925,77.48932,35021.0,,tiruchirappalli MSA
11265,sawai madhopur,rajasthan,india,26.02301,76.34408,108612.0,,jaipur MSA
11266,seoni,madhya pradesh,india,22.08503,79.55037,101379.0,,chhindwara MSA
11267,deoghar,jharkhand,india,24.48983,86.69902,203123.0,,bhagalpur-deoghar MSA
11268,bilaspur,himachal pradesh,india,31.33027,76.75663,14037.0,,chandigarh MSA
11269,morena,madhya pradesh,india,26.49892,77.99534,152004.0,,gwalior MSA
11270,azamgarh,uttar pradesh,india,26.06832,83.18358,116644.0,,varanasi MSA
11271,cherthala,kerala,india,9.68444,76.33558,45827.0,,cochin MSA
11272,gaya,bihar,india,24.79686,85.00385,423692.0,,patna MSA
11273,krishnanagar,west bengal,india,23.40576,88.49073,145926.0,,kolkata MSA
11274,bharatpur,rajasthan,india,27.21731,77.49009,229384.0,,agra MSA
11275,brahmapur,odisha,india,19.31151,84.7929,324726.0,,ostia-brahmapur MSA
11276,bhayandar,maharashtra,india,19.30157,72.85107,520301.0,,mumbai MSA
11277,basti,uttar pradesh,india,26.78817,82.71617,115115.0,,gonda city-basti MSA
11278,vidisha,madhya pradesh,india,23.52604,77.81092,140045.0,,bhopal MSA
11279,renukut,uttar pradesh,india,24.21641,83.0358,62413.0,,singrauli MSA
11280,mainpuri,uttar pradesh,india,27.22857,79.02882,94619.0,,etawah-orai MSA
11281,port blair,andaman and nicobar,india,11.66613,92.74635,112050.0,,agartala-port blair MSA
11282,krishnagiri,tamil nadu,india,12.51921,78.21382,66419.0,,vellore MSA
11283,bilaspur,haryana,india,30.3045,77.30424,10709.0,,dehra dun-muzaffarnagar MSA
11284,begusarai,bihar,india,25.41853,86.13389,103060.0,,saharsa-jamui MSA
11285,sitarganj,uttarakhand,india,28.9293,79.70436,24225.0,,haldwani MSA
11286,raebareli,uttar pradesh,india,26.2309,81.23315,186433.0,,raebareli-sultanpur MSA
11287,anuppur,madhya pradesh,india,23.10344,81.69083,18122.0,,shahdol MSA
11288,tezpur,assam,india,26.63333,92.8,58851.0,,jorhat-tezpur MSA
11289,satna,madhya pradesh,india,24.57726,80.82719,257778.0,,satna MSA
11290,tonk,rajasthan,india,26.16638,75.78824,151331.0,,jaipur MSA
11291,powai,maharashtra,india,19.1164,72.90471,20000.0,,mumbai MSA
11292,nizamabad,telangana,india,18.67154,78.0988,305438.0,,nizamabad-bidar MSA
11293,karjat,maharashtra,india,18.9107,73.32354,34554.0,,mumbai MSA
11294,wardha,maharashtra,india,20.73933,78.59784,113759.0,,chanda MSA
11295,bikaner,rajasthan,india,28.01762,73.31495,576015.0,,bikaner MSA
11296,yavatmal,maharashtra,india,20.39324,78.13201,128175.0,,chanda MSA
11297,baghpat,uttar pradesh,india,28.94485,77.21865,41766.0,,delhi MSA
11298,sehore,madhya pradesh,india,23.2,77.08333,99284.0,,bhopal MSA
11299,siddipet,telangana,india,18.10483,78.84858,64562.0,,warangal MSA
11300,jind,haryana,india,29.31577,76.31502,161260.0,,rohtak MSA
11301,hassan,karnataka,india,13.00715,76.0962,128531.0,,shimoga MSA
11302,ropar,punjab,india,30.96896,76.52695,52313.0,,chandigarh MSA
11303,ankleshwar,gujarat,india,21.63236,72.99001,74742.0,,vadodara MSA
11304,boisar,maharashtra,india,19.80362,72.75598,15692.0,,nasik MSA
11305,godhra,gujarat,india,22.77547,73.61488,131913.0,,vadodara MSA
11306,nagar,rajasthan,india,27.42397,77.09922,23546.0,,agra MSA
11307,madhubani,bihar,india,26.35367,86.07169,71582.0,,muzaffarpur MSA
11308,dharuhera,haryana,india,28.20553,76.79691,23132.0,,faridabad MSA
11309,rishra,west bengal,india,22.72394,88.34563,117014.0,,kolkata MSA
11310,north guwahati,assam,india,26.19749,91.7202,17516.0,,guwahati MSA
11311,mudur,tamil nadu,india,12.4112,79.6543,96835.68142269194,,chennai MSA
11312,defence colony,uttarakhand,india,30.2798,78.0545,372478.71960924467,,dehra dun-muzaffarnagar MSA
11313,ostia,odisha,india,20.0285,85.0342,416593.8090806721,,ostia-brahmapur MSA
11314,jasola,jammu and kashmir,india,33.0779,75.7086,38730.49365357827,,jammu MSA
11315,hauz khas,punjab,india,30.4643,74.191,101971.56411938793,,ganganagar MSA
11316,janki,bihar,india,25.9445,86.7742,99649.18669571284,,saharsa-jamui MSA
11317,barauni,uttar pradesh,india,25.3318,82.8546,659674.3096530917,,varanasi MSA
11318,ranjangaon,maharashtra,india,20.0936,75.5401,575907.4305336454,,aurangabad MSA
11319,hazira,haryana,india,29.3252,75.0856,384057.47145212785,,gorakhpur MSA
11320,rudrapur,karnataka,india,15.868,74.9337,488447.2201650312,,hubli-belgaum MSA
11321,bidadi,karnataka,india,12.7993,77.3865,7674405.488883367,,bangalore MSA
11322,barat,jammu and kashmir,india,34.3243,74.442,603290.0017548263,,srinagar MSA
11323,manesar,haryana,india,28.3531,76.9404,94665.71855636859,,faridabad MSA
11324,miraj,maharashtra,india,16.8242,74.6466,336074.79608594184,,sangli MSA
11325,vadodra,gujarat,india,20.8204,70.5226,92924.02858470815,,veraval MSA
11326,belapur,maharashtra,india,19.5646,74.6487,51599.830663913526,,ahmadnagar MSA
11327,cannanore,kerala,india,11.867,75.366,63551.21793527798,,tellicherry-puttur-kasaragod MSA
11328,ballabgarh,haryana,india,28.3373,77.3263,800434.778374374,,faridabad MSA
11329,zirakpur,uttar pradesh,india,26.0148,83.1649,119530.08451485774,,varanasi MSA
11330,vikhroli,maharashtra,india,19.1149,72.9267,2769192.795628695,,mumbai MSA
11331,kothamangalam,kerala,india,11.4381,75.7032,379563.2195073449,,kozhikode-thrissur-trichur MSA
11332,poonamallee,tamil nadu,india,13.0465,80.11,184348.80389095197,,chennai MSA
11333,vasai,maharashtra,india,20.5022,75.6646,225234.5207870563,,jalgaon MSA
11334,verna,goa,india,15.3548,73.9245,39300.291653582746,,vasco da gama MSA
11335,narsinghpur,madhya pradesh,india,24.6766,81.9734,127646.12842408687,,allahabad MSA
11336,tiruchengodu,tamil nadu,india,11.3802,77.8989,97310.64356614738,,salem MSA
11337,kondapur,telangana,india,17.4656,78.3419,1761004.785306445,,hyderabad MSA
11338,bassi,punjab,india,31.5953,75.5717,351035.8310605442,,ludhiana-amritsar MSA
11339,okhla,jammu and kashmir,india,32.6998,75.4976,46521.44636778254,,jammu MSA
11340,soho,uttar pradesh,india,26.5728,80.9311,1073974.8686332158,,kanpur MSA
11341,oragadam,tamil nadu,india,12.6455,80.0653,80222.40193563058,,chennai MSA
11342,khandala,maharashtra,india,20.9705,75.8271,240519.73766216924,,jalgaon MSA
11343,sasaram,bihar,india,24.95,84.03,97679.06204112459,,mithapur MSA
11344,akurdi,maharashtra,india,18.6532,73.7896,1345102.0834409702,,pune MSA
11345,kanjirapalli,kerala,india,9.5588,76.7919,54684.56950237827,,cochin MSA
11346,shamirpet,telangana,india,17.7371,79.1345,272887.20515536505,,warangal MSA
11347,coonoor,tamil nadu,india,11.35,76.82,613745.2537199919,,coimbatore MSA
11348,hebbal,karnataka,india,12.4639,76.3507,428784.75740376377,,mysore MSA
11349,dubia,jharkhand,india,24.2159,86.9378,93540.25555706225,,bhagalpur-deoghar MSA
11350,belapur,uttar pradesh,india,25.5526,83.2728,267143.7422968718,,varanasi MSA
11351,burnpur,west bengal,india,23.6705,86.9465,387082.36609433516,,durgapur MSA
11352,korea,bihar,india,25.8573,84.7725,390586.3793973269,,patna MSA
11353,kakkanad,kerala,india,10.0136,76.3353,180740.5865480079,,cochin MSA
11354,indirapuram,tamil nadu,india,11.3893,77.6918,331075.62414093356,,salem MSA
11355,chhatral,himachal pradesh,india,32.0351,75.8747,92053.37261038214,,chhatral MSA
11356,vile parle,maharashtra,india,19.1,72.8333,5966848.791546653,,mumbai MSA
11357,palakkadu,tamil nadu,india,11.4455,78.5529,321080.66612895794,,salem MSA
11358,kurla,maharashtra,india,18.7571,77.1287,415155.13928771723,,nanded MSA
11359,baroda,chhattisgarh,india,21.2968,81.7117,605830.1760003119,,raipur MSA
11360,baner,jammu and kashmir,india,32.4955,75.2572,199807.59420031088,,jammu MSA
11361,urun islampur,maharashtra,india,17.05,74.2667,353068.97055769013,,sangli MSA
11362,vashi,maharashtra,india,18.7501,73.0419,30024.738521707102,,mumbai MSA
11363,talegaon,maharashtra,india,20.1433,73.8187,1148184.1426837614,,nasik MSA
11364,mahipalpur,delhi,india,28.5449,77.1311,342911.83650485385,,delhi MSA
11365,indiranagar,maharashtra,india,21.1845,77.4063,435308.18659728934,,amravati-akola MSA
